编号,用途,省市,区县,宗地名称,宗地位置,出让年限,交易方式,起始价（万元）,成交价格(万元),溢价率,成交年份,成交年月,成交时间,出让面积,容积率,建筑面积（平方米）,受让单位,母公司,所属集团公司,建设单位,设计单位,施工单位,监理单位,开工时间,建设用地规划许可证,建设工程规划许可证,竣工时间,全装修要求,装配式建筑比例（%）,单体预制率,约定开工时间,约定竣工时间
,其他商服用地,盐城市,大丰市,江苏权健科技发展有限公司,新丰镇沙港村一组,40,挂牌出让,,526,,,,2016年9月28日,0.7401,0.001.50,,江苏权健科技发展有限公司,,,,,,,,,,,,,,2017年3月30日,2019年3月30日
,工业用地,盐城市,建湖县,建湖鹏达机械有限公司新上年产5万件电梯部件及10万件扎机配件项目,近湖街道西葛村立功组,50,挂牌出让,,129.109,,,,2016年9月27日,0.6298,0.700.00,,建湖鹏达机械有限公司,,,,,,,,,,,,,,2017年5月10日,2019年5月9日
,工业用地,盐城市,建湖县,江苏标尔鼎实业有限公司新上年产9万米建筑伸缩装置及9万平方米高气密性节能塑料窗项目,近湖街道西葛村三组,50,挂牌出让,,131.2205,,,,2016年9月27日,0.6401,0.700.00,,江苏标尔鼎实业有限公司,,,,,,,,,,,,,,2017年5月10日,2019年5月9日
,工业用地,盐城市,建湖县,盐城市欧朗供水设备有限公司新上年产200只不锈钢水箱、3000件不锈钢水箱配件项目,近湖街道西葛村建军组,50,挂牌出让,,79.8885,,,,2016年9月27日,0.3897,0.700.00,,盐城市欧朗供水设备有限公司,,,,,,,,,,,,,,2017年5月8日,2019年5月7日
,工业用地,盐城市,建湖县,盐城力发机械有限公司年产200万只皮辊轴承、2万只纺机配件项目,近湖街道西葛村一组,50,挂牌出让,,80.483,,,,2016年9月27日,0.3926,0.700.00,,盐城力发机械有限公司,,,,,,,,,,,,,,2017年3月31日,2019年3月30日
,工业用地,盐城市,建湖县,盐城家禾建材设备有限公司年产100万件建筑机械配件项目,近湖街道西葛村一组,50,挂牌出让,,210.5965,,,,2016年9月27日,1.0273,0.700.00,,盐城家禾建材设备有限公司,,,,,,,,,,,,,,2017年4月4日,2019年4月3日
,工业用地,盐城市,建湖县,盐城市贝佳液压机械有限公司年产1000台（套）液压成套设备及50000件液压路管路连接件项目,近湖街道西葛村建军组,50,挂牌出让,,76.8955,,,,2016年9月27日,0.3751,0.700.00,,盐城市贝佳液压机械有限公司,,,,,,,,,,,,,,2017年4月10日,2019年4月9日
,工业用地,盐城市,建湖县,盐城市鑫和沣石油机械制造厂新上石油机械产品生产项目,近湖街道西葛村后庄组,50,挂牌出让,,157.2145,,,,2016年9月27日,0.7669,0.700.00,,盐城市鑫和沣石油机械制造厂,,,,,,,,,,,,,,2017年4月28日,2019年4月28日
,公共设施用地,盐城市,盐城市本级,环卫科研信息中心用地,范公路西侧、通港路南侧,,划拨,,0,,,,2016年9月23日,0.6195,0.000.00,,盐城市城市管理局,,,,,,,,,,,,,,2016年12月25日,2018年12月25日
,工业用地,盐城市,大丰市,江苏久禾生物科技发展有限公司,大中镇万丰村六组,50,挂牌出让,,96,,,,2016年9月23日,0.64,0.000.70,,江苏久禾生物科技发展有限公司,,,,,,,,,,,,,,2017年3月24日,2018年3月24日
,公共设施用地,盐城市,盐城市本级,220千伏映照输变电工程,盐城经济技术开发区步凤镇伍龙居委会,,划拨,,0,,,,2016年9月23日,0.9266,0.000.00,,江苏省电力公司盐城供电公司,,,,,,,,,,,,,,2016年12月23日,2018年12月23日
,公路用地,盐城市,盐城市本级,崂山路（赣江路-湘江路）道路工程地块二,盐城经济技术开发区新城街道中舍村、南舍村,,划拨,,0,,,,2016年9月23日,1.2903,0.000.00,,江苏沿海东方市政建设股份有限公司,,,,,,,,,,,,,,2016年12月23日,2018年12月22日
,工业用地,盐城市,大丰市,盐城大丰启航电子科技有限公司,大中镇万丰村二组,50,挂牌出让,,1100.15,,,,2016年9月22日,7.3343,1.101.50,,盐城大丰启航电子科技有限公司,,,,,,,,,,,,,,2017年3月24日,2019年3月24日
,公共设施用地,盐城市,大丰市,党群服务中心项目,大丰区大桥镇川南村三组,,划拨,,0,,,,2016年9月22日,0.1668,0.001.50,,盐城市大丰区大桥镇川南村村民委员会,,,,,,,,,,,,,,2017年1月6日,2018年1月6日
,科教用地,盐城市,大丰市,大丰港港城小学建设项目,大丰港经济区威尼斯港路北侧,,划拨,,0,,,,2016年9月22日,3.2651,0.001.20,,江苏大丰港经济开发区管理委员会,,,,,,,,,,,,,,2017年2月26日,2018年2月26日
,科教用地,盐城市,大丰市,学生餐厅建设项目,大丰区大中镇大四河与人民路之间、飞达路南侧,,划拨,,0,,,,2016年9月22日,0.218,0.000.80,,盐城市大丰区人民路小学,,,,,,,,,,,,,,2017年3月20日,2018年3月20日
,水工建筑用地,盐城市,盐城市本级,胜利河西闸站,盐城经济技术开发区巨墩村,,划拨,,0,,,,2016年9月20日,0.8087,0.000.00,,盐城市水利局,,,,,,,,,,,,,,2016年12月18日,2018年12月18日
,工业用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇双龙居委会,50,挂牌出让,,54.1266,,,,2016年9月19日,0.3058,1.001.60,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇双龙居委会,50,挂牌出让,,54.2505,,,,2016年9月19日,0.3065,1.001.60,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇双龙居委会,50,挂牌出让,,74.1984,,,,2016年9月19日,0.4192,1.001.60,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇双龙居委会,50,挂牌出让,,59.7198,,,,2016年9月19日,0.3374,1.001.60,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇双龙居委会,50,挂牌出让,,67.5609,,,,2016年9月19日,0.3817,1.001.60,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇双龙居委会,50,挂牌出让,,54.2505,,,,2016年9月19日,0.3065,0.001.20,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇双龙居委会,50,挂牌出让,,61.7022,,,,2016年9月19日,0.3486,0.001.20,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,盐都区,盐城市诤友机电设备有限公司,盐都区北蒋街道办事处远景居委会,50,挂牌出让,,184.6187,,,,2016年9月19日,1.1467,1.001.60,,盐城市诤友机电设备有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,盐都区,盐城市双新建设投资有限公司,盐都区大纵湖镇双龙居委会,50,挂牌出让,,87.4557,,,,2016年9月19日,0.4941,1.001.60,,盐城市双新建设投资有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,盐都区,炫洋科技发展（江苏）有限公司,盐都区新区管委会兴民居委会,50,挂牌出让,,487.6408,,,,2016年9月19日,2.1019,1.001.60,,炫洋科技发展（江苏）有限公司,,,,,,,,,,,,,,2017年5月19日,2019年5月18日
,工业用地,盐城市,射阳县,盐城锦阳新材料科技有限公司,射阳港经济区大成节能公司北侧,50,挂牌出让,,456.3936,,,,2016年9月19日,3.1694,0.701.20,,盐城锦阳新材料科技有限公司,,,,,,,,,,,,,,2017年5月31日,2019年5月30日
,公共设施用地,盐城市,射阳县,射阳县新港污水处理厂,大成节能科技公司西侧,50,挂牌出让,,194.4432,,,,2016年9月19日,1.3503,0.000.50,,射阳县新港污水处理厂,,,,,,,,,,,,,,2017年5月31日,2019年5月30日
,工业用地,盐城市,射阳县,盐城市春竹香料有限公司,射阳港经济区东匡河东侧纬二路南侧,50,挂牌出让,,90.5328,,,,2016年9月19日,0.6287,0.701.20,,盐城市春竹香料有限公司,,,,,,,,,,,,,,2017年5月30日,2019年5月31日
,工业用地,盐城市,射阳县,盐城市春竹香料有限公司,射阳港经济区污水处理厂东侧纬三路南侧,50,挂牌出让,,118.4544,,,,2016年9月19日,0.8226,0.701.20,,盐城市春竹香料有限公司,,,,,,,,,,,,,,2017年5月30日,2019年5月31日
,工业用地,盐城市,射阳县,盐城普鲁泰克炭素有限公司,射阳港经济区三氯蔗糖西侧1#,50,挂牌出让,,437.0544,,,,2016年9月19日,3.0351,0.701.20,,盐城普鲁泰克炭素有限公司,,,,,,,,,,,,,,2017年5月30日,2019年5月31日
,工业用地,盐城市,射阳县,盐城市必新米业有限公司,射阳县海河镇沙东全民创业园1#,50,挂牌出让,,201.3325,,,,2016年9月19日,1.3885,0.001.20,,盐城市必新米业有限公司,,,,,,,,,,,,,,2017年5月30日,2019年5月29日
,工业用地,盐城市,阜宁县,盐城中瑞电子科技有限公司,开发区光明四、五、六组,50,挂牌出让,,360,,,,2016年9月19日,2.350393,1.002.00,,盐城中瑞电子科技有限公司,,,,,,,,,,,,,,2017年4月9日,2018年4月9日
,工业用地,盐城市,亭湖区,江苏仁发环保科技股份有限公司,盐城市亭湖区环保科技城绍林村民委员会五组,50,挂牌出让,,920,,,,2016年9月19日,4,1.001.40,,江苏仁发环保科技股份有限公司,,,,,,,,,,,,,,2017年5月19日,2020年5月19日
,工业用地,盐城市,射阳县,盐城源顺环保科技有限公司,国华风电控制室西侧、临海高等级公路东侧地块,50,挂牌出让,,467.5392,,,,2016年9月19日,3.2468,0.001.20,,盐城源顺环保科技有限公司,,,,,,,,,,,,,,2017年5月31日,2019年5月30日
,工业用地,盐城市,阜宁县,盐城普尔玛汽车配件有限公司,吴滩街道吴滩一组、蔡河七组,50,挂牌出让,,165,,,,2016年9月19日,0.996523,0.802.00,,盐城普尔玛汽车配件有限公司,,,,,,,,,,,,,,2017年4月9日,2018年4月9日
,工业用地,盐城市,射阳县,射阳县泓波纺织科技有限公司,射阳县北三环北侧、展胜电子西侧,50,挂牌出让,,420.7224,,,,2016年9月18日,2.5043,0.001.20,,射阳县泓波纺织科技有限公司,,,,,,,,,,,,,,2017年5月30日,2019年5月29日
,工业用地,盐城市,射阳县,江苏顺泰农场有限公司,银宝生物科技公司西侧,50,挂牌出让,,259.2,,,,2016年9月18日,1.8,0.701.20,,江苏顺泰农场有限公司,,,,,,,,,,,,,,2017年5月30日,2019年5月29日
,批发零售用地,盐城市,阜宁县,新车站东地块,阜宁新车站东地块,40,挂牌出让,,3408,,,,2016年9月18日,3.999811,1.001.50,,戴静剑,,,,,,,,,,,,,,2017年2月8日,2019年2月8日
,医卫慈善用地,盐城市,大丰市,卫生院整体搬迁项目,大丰区草堰镇丁溪村六组,,划拨,,0,,,,2016年9月13日,1.3333,0.001.20,,盐城市大丰区草堰镇卫生院,,,,,,,,,,,,,,2017年1月20日,2019年1月20日
,工业用地,盐城市,射阳县,江苏沙印集团射阳印染有限公司,临海染整工业园区道路南侧园区中心路西侧,50,挂牌出让,,437.6337,,,,2016年9月12日,2.9771,0.001.20,,江苏沙印集团射阳印染有限公司,,,,,,,,,,,,,,2017年3月30日,2019年3月29日
,工业用地,盐城市,射阳县,江苏射阳港港口股份有限公司,射阳港经济区标准厂房项目北侧,50,挂牌出让,,57.024,,,,2016年9月12日,0.396,0.701.20,,江苏射阳港港口股份有限公司,,,,,,,,,,,,,,2017年5月8日,2019年5月7日
,公共设施用地,盐城市,盐都区,盐都公路养护应急处置基地项目,盐城市盐都区秦南镇千秋村三组,,划拨,,0,,,,2016年9月12日,1.2,0.150.00,,江苏省盐城市盐都区公路管理站,,,,,,,,,,,,,,2017年1月12日,2019年1月11日
,工业用地,盐城市,射阳县,江苏射阳港港口股份有限公司,射阳港经济区标准厂房项目北侧2#地块,50,挂牌出让,,112.824,,,,2016年9月12日,0.7835,0.701.20,,江苏射阳港港口股份有限公司,,,,,,,,,,,,,,2017年5月8日,2019年5月7日
,公路用地,盐城市,盐都区,规划纵二路工程项目,盐城市盐都区盐龙街道办事处跃马居委会三组,,划拨,,0,,,,2016年9月12日,0.5908,0.000.00,,盐城市盐都区盐龙街道办事处,,,,,,,,,,,,,,2017年1月12日,2018年10月11日
,公路用地,盐城市,盐都区,规划纵一路工程项目,盐城市盐都区盐龙街道办事处跃马居委会四、五组,,划拨,,0,,,,2016年9月12日,0.5833,0.000.00,,盐城市盐都区盐龙街道办事处,,,,,,,,,,,,,,2017年1月12日,2018年1月11日
,公路用地,盐城市,大丰市,物流三大道延伸段道路项目,大丰港区境内,,划拨,,0,,,,2016年9月12日,0.2243,0.000.00,,盐城市大丰区海城实业发展有限公司,,,,,,,,,,,,,,2017年3月5日,2018年3月5日
,公共设施用地,盐城市,大丰市,基础设施（慢性步道）项目,大丰港区境内,,划拨,,0,,,,2016年9月12日,0.668,0.000.00,,盐城市大丰区海城实业发展有限公司,,,,,,,,,,,,,,2017年3月5日,2018年3月5日
,公路用地,盐城市,大丰市,环日月湖路项目,大丰港区境内,,划拨,,0,,,,2016年9月12日,0.6046,0.000.00,,盐城市大丰区海城实业发展有限公司,,,,,,,,,,,,,,2017年3月5日,2018年3月5日
,公共设施用地,盐城市,大丰市,基础设施（垃圾中转站及污水处理站）,大丰港区境内,,划拨,,0,,,,2016年9月12日,0.8806,0.000.00,,盐城市大丰区海城实业发展有限公司,,,,,,,,,,,,,,2017年3月5日,2018年3月5日
,公共设施用地,盐城市,大丰市,城东路停车场,大丰港区境内,,划拨,,0,,,,2016年9月12日,0.33,0.000.00,,盐城市大丰区海城实业发展有限公司,,,,,,,,,,,,,,2017年3月5日,2018年3月5日
,公共设施用地,盐城市,大丰市,基础设施（厕所及停车场）,大丰港区境内,,划拨,,0,,,,2016年9月12日,0.275,0.000.00,,盐城市大丰区海城实业发展有限公司,,,,,,,,,,,,,,2017年3月5日,2018年3月5日
,公路用地,盐城市,盐城市本级,崂山路道路工程地块一,盐城经济技术开发区新城街道中舍村、东滩村,,划拨,,0,,,,2016年9月12日,0.9444,0.000.00,,江苏沿海东方市政建设股份有限公司,,,,,,,,,,,,,,2016年12月12日,2018年12月12日
,工业用地,盐城市,响水县,响水瑞龙机械制造有限公司,和谐路东侧、二排河南侧,50,挂牌出让,,290,,,,2016年9月9日,1.6988,0.700.00,,响水瑞龙机械制造有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,工业用地,盐城市,响水县,盐城同舟电气有限公司,珠江路南侧、银海路西侧,50,挂牌出让,,303,,,,2016年9月9日,1.8458,0.700.00,,盐城同舟电气有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,工业用地,盐城市,响水县,江苏旭泰电子科技有限公司,八排河南侧、黄响河西侧,50,挂牌出让,,222,,,,2016年9月9日,1.366,1.000.00,,江苏旭泰电子科技有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,工业用地,盐城市,响水县,响水金瑞皮件有限公司,珠江路南侧、银海路西侧,50,挂牌出让,,215,,,,2016年9月9日,1.3097,1.000.00,,响水金瑞皮件有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,工业用地,盐城市,响水县,江苏力禾新材料科技有限公司,珠江路南侧、银海路西侧,50,挂牌出让,,469,,,,2016年9月9日,2.8564,0.700.00,,江苏力禾新材料科技有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,工业用地,盐城市,响水县,盐城壹可儿童用品有限公司,运河县道304南侧、响坎河东侧,50,挂牌出让,,173,,,,2016年9月9日,1.3367,0.800.00,,盐城喜可儿童用品有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,工业用地,盐城市,响水县,江苏京环隆亨纸业有限公司,港电大道北侧、326省道西侧,50,挂牌出让,,405,,,,2016年9月9日,3.3503,0.800.00,,江苏京环隆亨纸业有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,工业用地,盐城市,响水县,盐城双闽陈家港管道燃气有限公司,观潮三路北侧,50,挂牌出让,,207,,,,2016年9月9日,1.7635,0.700.00,,盐城双闽陈家港管道燃气有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,工业用地,盐城市,大丰市,江苏九鼎金属制品有限公司,开发区纬四路北侧,50,挂牌出让,,91.8,,,,2016年9月9日,0.612,0.701.50,,江苏九鼎金属制品有限公司,,,,,,,,,,,,,,2017年3月10日,2019年3月10日
,工业用地,盐城市,亭湖区,盐城宝瓶湖实业发展有限公司,盐城市亭湖区环保科技城民联村民委员会一组、四组,50,挂牌出让,,1102.367,,,,2016年9月9日,4.7929,1.001.60,,盐城宝瓶湖实业发展有限公司,,,,,,,,,,,,,,2017年5月9日,2020年5月9日
,工业用地,盐城市,建湖县,江苏昊美光电科技有限公司新上年产1500万只（套）节能照明产品产业化项目,开发区南华村新东组、新港组,50,挂牌出让,,364.8795,,,,2016年9月8日,1.7799,0.700.00,,江苏昊美光电科技有限公司,,,,,,,,,,,,,,2017年4月12日,2019年4月11日
,工业用地,盐城市,大丰市,江苏禾丰粮油工业有限公司,草堰镇204国道西侧,50,挂牌出让,,135.69,,,,2016年9月8日,0.9168,1.001.20,,江苏禾丰粮油工业有限公司,,,,,,,,,,,,,,2017年3月10日,2019年3月10日
,工业用地,盐城市,大丰市,江苏春城机械有限公司,西团镇众心村五组,50,挂牌出让,,210.68,,,,2016年9月8日,1.4139,0.701.50,,江苏春城机械有限公司,,,,,,,,,,,,,,2017年3月10日,2019年3月10日
,工业用地,盐城市,大丰市,大丰市捷达铸造机械厂,西团镇众心村七组,50,挂牌出让,,49.67,,,,2016年9月8日,0.3333,0.701.50,,大丰市捷达铸造机械厂,,,,,,,,,,,,,,2017年3月10日,2018年3月10日
,工业用地,盐城市,大丰市,江苏亿源抛丸设备有限公司,西团镇众心村五组,50,挂牌出让,,145.8,,,,2016年9月8日,0.9785,0.701.50,,江苏亿源抛丸设备有限公司,,,,,,,,,,,,,,2017年3月10日,2019年3月10日
,工业用地,盐城市,大丰市,盐城福慧金属制品有限公司,西团镇大龙村一组,50,挂牌出让,,185.69,,,,2016年9月8日,1.2718,0.701.50,,盐城福慧金属有限公司,,,,,,,,,,,,,,2017年3月10日,2019年3月10日
,其他商服用地,盐城市,盐都区,陈文德,盐都区大冈镇团结居委会,40,协议出让,,3.8562,,,,2016年9月8日,0.00152,1.000.00,,陈文德,,,,,,,,,,,,,,2016年12月12日,2017年12月11日
,其他商服用地,盐城市,射阳县,射阳县国有资产投资有限责任公司,千秋粮食管理所地块,40,挂牌出让,,574,,,,2016年9月7日,0.90566,1.004.00,,射阳县国有资产投资有限责任公司,,,,,,,,,,,,,,2017年7月7日,2020年7月7日
,工业用地,盐城市,阜宁县,盐城蜜园食品有限公司,新东七组,50,挂牌出让,,96,,,,2016年9月7日,0.574343,1.002.00,,盐城蜜园食品有限公司,,,,,,,,,,,,,,2017年3月27日,2018年3月27日
,工业用地,盐城市,阜宁县,阜宁锦宇塑业有限公司,新东七组,50,挂牌出让,,101,,,,2016年9月7日,0.60041,1.002.00,,阜宁锦宇塑业有限公司,,,,,,,,,,,,,,2017年3月27日,2018年3月27日
,工业用地,盐城市,阜宁县,盐城世华环保科技有限公司,新东七组,50,挂牌出让,,100,,,,2016年9月7日,0.596847,0.702.00,,盐城世华环保科技有限公司,,,,,,,,,,,,,,2017年3月27日,2018年3月27日
,工业用地,盐城市,阜宁县,阜宁县威盛橱柜厂,阜城镇新桥二组,50,挂牌出让,,121,,,,2016年9月7日,0.684635,0.802.00,,阜宁县威盛橱柜厂,,,,,,,,,,,,,,2017年3月27日,2018年3月27日
,工业用地,盐城市,阜宁县,阜宁县正杰阀门有限公司,城北七组,50,挂牌出让,,110,,,,2016年9月7日,0.662707,0.702.00,,阜宁县正杰阀门有限公司,,,,,,,,,,,,,,2017年3月27日,2018年3月27日
,工业用地,盐城市,阜宁县,盐城动芯金刚石工具有限公司,新东七组,50,挂牌出让,,100,,,,2016年9月7日,0.598614,0.702.00,,盐城动芯金刚石有限公司,,,,,,,,,,,,,,2017年3月27日,2018年3月27日
,仓储用地,盐城市,建湖县,江苏三航物流集团有限公司新建办公楼及仓库项目,颜单镇古虹村三组,50,挂牌出让,,309.078,,,,2016年9月7日,1.561,0.700.00,,江苏三航物流集团有限公司,,,,,,,,,,,,,,2017年4月10日,2019年4月9日
,公共设施用地,盐城市,射阳县,射阳县100KV南星变电站,临海镇星晨居委会（园区路西侧）,,划拨,,33.3617,,,,2016年9月7日,0.3288,0.000.50,,国网江苏省电力公司盐城供地公司,,,,,,,,,,,,,,2016年12月21日,2018年12月20日
,工业用地,盐城市,建湖县,江苏斯泰威工业有限公司新上年产1200台（套）甘蔗联合收割机项目,建阳镇西尖村二组,50,挂牌出让,,516.978,,,,2016年9月6日,2.8721,0.700.00,,江苏斯泰威工业有限公司,,,,,,,,,,,,,,2017年5月10日,2019年5月9日
,其他商服用地,盐城市,射阳县,射阳县城市投资发展有限责任公司,合德镇人民路56-1号27-67-31号地块,40,协议出让,,1083.5464,,,,2016年9月5日,0.58099,0.001.03,,射阳县城市投资发展有限责任公司,,,,,,,,,,,,,,2016年9月5日,2016年9月5日
,其他商服用地,盐城市,射阳县,射阳县城市投资发展有限责任公司,合德镇兴北路10号27-24-6号地块,40,协议出让,,301.0729,,,,2016年9月5日,0.20247,0.94,,射阳县城市投资发展有限责任公司,,,,,,,,,,,,,,2016年9月5日,2016年9月5日
,其他商服用地,盐城市,射阳县,射阳县城市投资发展有限责任公司,合德镇德发路27-26-52号地块,40,协议出让,,580.5035,,,,2016年9月5日,0.36764,1.3,,射阳县城市投资发展有限责任公司,,,,,,,,,,,,,,2016年9月5日,2016年9月5日
,其他商服用地,盐城市,射阳县,射阳县城市投资发展有限责任公司,合德镇晨光路35号27-119-35号地块,40,协议出让,,1510.2309,,,,2016年9月5日,0.81108,0.87,,射阳县城市投资发展有限责任公司,,,,,,,,,,,,,,2016年9月5日,2016年9月5日
,其他商服用地,盐城市,射阳县,射阳县城市投资发展有限责任公司,合德镇解放路27-142-45号地块,40,协议出让,,636.1786,,,,2016年9月5日,0.26321,1.4,,射阳县城市投资发展有限责任公司,,,,,,,,,,,,,,2016年9月5日,2016年9月5日
,其他商服用地,盐城市,射阳县,射阳县城市投资发展有限责任公司,合德镇红旗路27-47-62号地块,40,协议出让,,125.883,,,,2016年9月5日,0.04925,0.001.65,,射阳县城市投资发展有限责任公司,,,,,,,,,,,,,,2016年9月5日,2016年9月5日
,其他商服用地,盐城市,射阳县,射阳县城市投资发展有限责任公司,合德镇解放路189号27-164-208号地块,40,协议出让,,521.3808,,,,2016年9月5日,0.2187,0.000.95,,射阳县城市投资发展有限责任公司,,,,,,,,,,,,,,2016年9月5日,2016年9月5日
,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水金庭房地产开发有限公司,北海路西侧、珠江路北侧,70,挂牌出让,,4716,,,,2016年9月2日,3.114,1.002.00,,响水金庭房地产开发有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,中低价位、中小套型普通商品住房用地,盐城市,响水县,响水县鹏宇置业有限公司,东海路西侧、长江路南侧,70,挂牌出让,,8690,,,,2016年9月2日,5.4125,1.002.00,,响水县鹏宇置业有限公司,,,,,,,,,,,,,,2017年1月1日,2020年1月1日
,公共设施用地,盐城市,亭湖区,江苏盐城中波发射台项目,盐城市亭湖区新兴镇前营村一组、二组,,划拨,,0,,,,2016年9月2日,1.8,0.000.13,,盐城广播电视台,,,,,,,,,,,,,,2016年12月20日,2018年12月20日
,公共设施用地,盐城市,亭湖区,江苏盐城中波发射台项目（广播发射信号塔一）,盐城市亭湖区新兴镇前营村二组,,划拨,,0,,,,2016年9月2日,0.067,0.000.13,,盐城广播电视台,,,,,,,,,,,,,,2016年12月20日,2017年12月20日
,公共设施用地,盐城市,亭湖区,江苏盐城中波发射台项目（广播发射信号塔二）,盐城市亭湖区新兴镇前营村二组,,划拨,,0,,,,2016年9月2日,0.067,0.000.13,,盐城广播电视台,,,,,,,,,,,,,,2016年12月20日,2017年12月20日
,公共设施用地,盐城市,亭湖区,江苏盐城中波发射台项目（广播发射信号塔三）,盐城市亭湖区新兴镇前营村三组,,划拨,,0,,,,2016年9月2日,0.067,0.000.13,,盐城广播电视台,,,,,,,,,,,,,,2016年12月20日,2017年12月20日
,公共设施用地,盐城市,亭湖区,江苏盐城中波发射台项目（广播发射信号塔四）,盐城市亭湖区新兴镇前营村三组,,划拨,,0,,,,2016年9月2日,0.067,0.000.13,,盐城广播电视台,,,,,,,,,,,,,,2016年12月20日,2017年12月20日
,工业用地,盐城市,东台市,东台市许元机械有限公司,许河镇许北村,50,挂牌出让,,94.5048,,,,2016年9月2日,0.5592,0.701.20,,东台市许元机械有限公司,,,,,,,,,,,,,,2017年4月30日,2018年4月30日
,工业用地,盐城市,射阳县,盐城鑫谷粮油收储有限公司,洋马镇黄海居委会宏健粮油公司北侧,50,挂牌出让,,180.1128,,,,2016年9月1日,1.2684,0.001.20,,盐城鑫谷粮油收储有限公司,,,,,,,,,,,,,,2017年5月5日,2019年5月4日
,工业用地,盐城市,射阳县,江苏金祥新型管桩有限公司,洋马镇黄金路西侧,50,挂牌出让,,140.509,,,,2016年9月1日,0.9895,0.001.20,,江苏金祥新型管桩有限公司,,,,,,,,,,,,,,2017年5月5日,2019年5月4日
,工业用地,盐城市,射阳县,射阳县炫利宏特种纺织有限公司,洋马镇黄海居委会天和机电科技有限公司东侧,50,挂牌出让,,113.6284,,,,2016年9月1日,0.8002,0.001.20,,射阳县炫利宏特种纺织有限公司,,,,,,,,,,,,,,2017年5月5日,2019年5月4日
,医卫慈善用地,盐城市,亭湖区,新建卫生院项目,盐城市亭湖区新兴镇新南居委会,,划拨,,0,,,,2016年9月1日,1.0354,0.000.64,,盐城市亭湖区新兴镇卫生院,,,,,,,,,,,,,,2016年12月20日,2018年12月20日
,工业用地,盐城市,阜宁县,江苏省银河飞业面粉有限公司,大东一组,50,挂牌出让,,156,,,,2016年8月31日,0.930956,1.001.50,,江苏省银河飞业面粉有限公司,,,,,,,,,,,,,,2017年3月12日,2018年3月12日
,采矿用地,盐城市,阜宁县,阜宁县亚鑫基础工程有限公司,黄舍二组,50,挂牌出让,,39,,,,2016年8月30日,0.217234,0.801.50,,阜宁县亚鑫基础工程有限公司,,,,,,,,,,,,,,2017年3月12日,2018年3月12日
,经济适用住房用地,盐城市,建湖县,建湖县城市建设投资有限公司新建严桥中心村四期工程,塘河街道严桥村东墩、前墩组,,划拨,,0,,,,2016年8月30日,11.5454,1.001.50,,建湖县城市建设投资有限公司,,,,,,,,,,,,,,2016年10月10日,2018年10月9日
,工业用地,盐城市,阜宁县,阜宁洛社家纺有限公司,跃进五组,50,挂牌出让,,93,,,,2016年8月30日,0.557595,1.001.20,,阜宁洛社家纺有限公司,,,,,,,,,,,,,,2017年3月13日,2018年3月13日
,工业用地,盐城市,射阳县,盐城永丹电器有限公司,射阳县合德镇工业园兴业路北侧1-1号,50,挂牌出让,,230.8992,,,,2016年8月29日,1.2026,0.001.20,,盐城永丹电器有限公司,,,,,,,,,,,,,,2017年5月1日,2019年4月30日
,工业用地,盐城市,射阳县,江苏钱塘江石材市场有限公司,射阳港经济区天津路南侧5#,50,挂牌出让,,367.3872,,,,2016年8月29日,2.5513,0.001.20,,江苏钱塘江石材市场有限公司,,,,,,,,,,,,,,2017年5月1日,2019年4月30日
